1010001B22Rik	1010001B22Rik|Gm26808
Mir200b	Mir200b
Mir200c	Mir200c
Mir201	Mir201
Mir202	Mir202
Mir203	Mir203
Mir204	Mir204
Mir205	Mir205
Mir206	Mir206
Mir207	Mir207
Mir208a	Mir208a
Mir208b	Mir208b
Mir20a	Mir20a
Mir20b	Mir20b
Mir210	Mir210
Mir211	Mir211
Mir212	Mir212
Mir2136	Mir2136
Mir2137	Mir2137
Mir2139	Mir2139
Mir214	Mir214
Mir215	Mir215
Mir216a	Mir216a
Mir216b	Mir216b
Mir216c	Mir216c
Mir217	Mir217
Mir218-1	Mir218-1
Mir218-2	Mir218-2
Mir219a-2	Mir219a-2
Mir219b	Mir219b
Mir219c	Mir219c
Mir21a	Mir21a
Mir21b	Mir21b
Mir21c	Mir21c
Mir22	Mir22
Mir221	Mir221
Mir222	Mir222
Mir223	Mir223
Mir224	Mir224
Mir22hg	Mir22hg
Mir23a	Mir23a
Mir23b	Mir23b
Mir24-1	Mir24-1
Mir24-2	Mir24-2
Mir25	Mir25
Mir26a-1	Mir26a-1
Mir26a-2	Mir26a-2
Mir26b	Mir26b
Mir27a	Mir27a
Mir27b	Mir27b
Mir2861	Mir2861
Mir28a	Mir28a
Mir28b	Mir28b
Mir28c	Mir28c
Mir290a	Mir290a
Mir290b	Mir290b
Mir291a	Mir291a
Mir291b	Mir291b
Mir292	Mir292
Mir292b	Mir292b
Mir293	Mir293
Mir294	Mir294
Mir295	Mir295
Mir296	Mir296
Mir298	Mir298
Mir299a	Mir299a
Mir299b	Mir299b
Mir29a	Mir29a
Mir29b-1	Mir29b-1
Mir29b-2	Mir29b-2
Mir29c	Mir29c
Mir300	Mir300
Mir301	Mir301
Mir301b	Mir301b
Mir302a	Mir302a
Mir302b	Mir302b
Mir302c	Mir302c
Mir302d	Mir302d
Mir3057	Mir3057
Mir3058	Mir3058
Mir3059	Mir3059
Mir3060	Mir3060
Mir3061	Mir3061
Mir3062	Mir3062
Mir3063	Mir3063
Mir3064	Mir3064
Mir3065	Mir3065
Mir3066	Mir3066
Mir3067	Mir3067
Mir3069	Mir3069
Mir3071	Mir3071
Mir3072	Mir3072
Mir3073a	Mir3073a
Mir3073b	Mir3073b
Mir3074-1	Mir3074-1
Mir3074-2	Mir3074-2
Mir3075	Mir3075
Mir3076	Mir3076
Mir3077	Mir3077
Mir3078	Mir3078
Mir3079	Mir3079
Mir3080	Mir3080
Mir3081	Mir3081
Mir3082	Mir3082
Mir3083	Mir3083
Mir3085	Mir3085
Mir3086	Mir3086
Mir3087	Mir3087
Mir3088	Mir3088
Mir3089	Mir3089
Mir3090	Mir3090
Mir3091	Mir3091
Mir3092	Mir3092
Mir3093	Mir3093
Mir3094	Mir3094
Mir3095	Mir3095
Mir3097	Mir3097
Mir3098	Mir3098
Mir3099	Mir3099
Mir30a	Mir30a
Mir30b	Mir30b
Mir30c-1	Mir30c-1
Mir30c-2	Mir30c-2
Mir30d	Mir30d
Mir30e	Mir30e
Mir30f	Mir30f
Mir31	Mir31
Mir3100	Mir3100
Mir3101	Mir3101
Mir3102	Mir3102
Mir3103	Mir3103
Mir3104	Mir3104
Mir3105	Mir3105
Mir3106	Mir3106
Mir3107	Mir3107
Mir3108	Mir3108
Mir3109	Mir3109
Mir3110	Mir3110
Mir3112	Mir3112
Mir3113	Mir3113
Mir32	Mir32
Mir320	Mir320
Mir322	Mir322
Mir323	Mir323
Mir324	Mir324
Mir325	Mir325
Mir326	Mir326
Mir327	Mir327
Mir328	Mir328
Mir329	Mir329
Mir33	Mir33
Mir330	Mir330
Mir331	Mir331
Mir335	Mir335
Mir337	Mir337
Mir338	Mir338
Mir339	Mir339
Mir340	Mir340
Mir341	Mir341
Mir342	Mir342
Mir343	Mir343
Mir344b	Mir344b
Mir344c	Mir344c
Mir344g	Mir344g
Mir345	Mir345
Mir346	Mir346
Mir3470a	Mir3470a
Mir3471-1	Mir3471-1
Mir3473a	Mir3473a
Mir3473b	Mir3473b
Mir3473c	Mir3473c
Mir3473d	Mir3473d
Mir3473e	Mir3473e
Mir3473f	Mir3473f
Mir3473g	Mir3473g
Mir3474	Mir3474
Mir3475	Mir3475
Mir34a	Mir34a
Mir34b	Mir34b
Mir34c	Mir34c
Mir350	Mir350
Mir351	Mir351
Mir3535	Mir3535
Mir3544	Mir3544
Mir3547	Mir3547
Mir3569	Mir3569
Mir3572	Mir3572
Mir361	Mir361
Mir362	Mir362
Mir3620	Mir3620
Mir363	Mir363
Mir365-1	Mir365-1
Mir365-2	Mir365-2
Mir367	Mir367
Mir369	Mir369
Mir370	Mir370
Mir374b	Mir374b
Mir374c	Mir374c
Mir375	Mir375
Mir376a	Mir376a
Mir376b	Mir376b
Mir376c	Mir376c
Mir377	Mir377
Mir378a	Mir378a
Mir378b	Mir378b
Mir378c	Mir378c
Mir378d	Mir378d
Mir379	Mir379
Mir380	Mir380
Mir381	Mir381
Mir382	Mir382
Mir383	Mir383
Mir384	Mir384
Mir3960	Mir3960
Mir3961	Mir3961
Mir3962	Mir3962
Mir3963	Mir3963
Mir3964	Mir3964
Mir3965	Mir3965
Mir3966	Mir3966
Mir3967	Mir3967
Mir3968	Mir3968
Mir3969	Mir3969
Mir3970	Mir3970
Mir3971	Mir3971
Mir409	Mir409
Mir410	Mir410
Mir411	Mir411
Mir412	Mir412
Mir421	Mir421
Mir423	Mir423
Mir425	Mir425
Mir429	Mir429
Mir431	Mir431
Mir432	Mir432
Mir433	Mir433
Mir434	Mir434
Mir448	Mir448
Mir449a	Mir449a
Mir449b	Mir449b
Mir449c	Mir449c
Mir450-1	Mir450-1
Mir450-2	Mir450-2
Mir450b	Mir450b
Mir451a	Mir451a
Mir451b	Mir451b
Mir452	Mir452
Mir453	Mir453
Mir455	Mir455
Mir463	Mir463
Mir466f-4	Mir466f-4
Mir466g	Mir466g
Mir466h	Mir466h
Mir466i	Mir466i
Mir466j	Mir466j
Mir466k	Mir466k
Mir466l	Mir466l
Mir466n	Mir466n
Mir466q	Mir466q
Mir467f	Mir467f
Mir467g	Mir467g
Mir468	Mir468
Mir470	Mir470
Mir471	Mir471
Mir483	Mir483
Mir484	Mir484
Mir485	Mir485
Mir486	Mir486
Mir487b	Mir487b
Mir488	Mir488
Mir489	Mir489
Mir490	Mir490
Mir491	Mir491
Mir493	Mir493
Mir494	Mir494
Mir495	Mir495
Mir496a	Mir496a
Mir496b	Mir496b
Mir497	Mir497
Mir497b	Mir497b
Mir499	Mir499
Mir500	Mir500
Mir501	Mir501
Mir503	Mir503
Mir504	Mir504
Mir5046	Mir5046
Mir505	Mir505
Mir509	Mir509
Mir5098	Mir5098
Mir5099	Mir5099
Mir5100	Mir5100
Mir5101	Mir5101
Mir5103	Mir5103
Mir5104	Mir5104
Mir5106	Mir5106
Mir5107	Mir5107
Mir5108	Mir5108
Mir511	Mir511
Mir5110	Mir5110
Mir5112	Mir5112
Mir5113	Mir5113
Mir5114	Mir5114
Mir5116	Mir5116
Mir5117	Mir5117
Mir5118	Mir5118
Mir5119	Mir5119
Mir5120	Mir5120
Mir5121	Mir5121
Mir5122	Mir5122
Mir5124a	Mir5124a
Mir5124b	Mir5124b
Mir5125	Mir5125
Mir5126	Mir5126
Mir5127	Mir5127
Mir5128	Mir5128
Mir5129	Mir5129
Mir5130	Mir5130
Mir5131	Mir5131
Mir5132	Mir5132
Mir5133	Mir5133
Mir5134	Mir5134
Mir5135	Mir5135
Mir5136	Mir5136
Mir532	Mir532
Mir539	Mir539
Mir540	Mir540
Mir541	Mir541
Mir542	Mir542
Mir543	Mir543
Mir544	Mir544
Mir546	Mir546
Mir547	Mir547
Mir551b	Mir551b
Mir5616	Mir5616
Mir5617	Mir5617
Mir5618	Mir5618
Mir5619	Mir5619
Mir5620	Mir5620
Mir5621	Mir5621
Mir5622	Mir5622
Mir5623	Mir5623
Mir5624	Mir5624
Mir5625	Mir5625
Mir5626	Mir5626
Mir5627	Mir5627
Mir568	Mir568
Mir5709	Mir5709
Mir5710	Mir5710
Mir574	Mir574
Mir582	Mir582
Mir592	Mir592
Mir598	Mir598
Mir599	Mir599
Mir615	Mir615
Mir6236	Mir6236
Mir6237	Mir6237
Mir6238	Mir6238
Mir6239	Mir6239
Mir6240	Mir6240
Mir6241	Mir6241
Mir6244	Mir6244
Mir6335	Mir6335
Mir6336	Mir6336
Mir6337	Mir6337
Mir6338	Mir6338
Mir6339	Mir6339
Mir6340	Mir6340
Mir6341	Mir6341
Mir6342	Mir6342
Mir6343	Mir6343
Mir6344	Mir6344
Mir6345	Mir6345
Mir6346	Mir6346
Mir6347	Mir6347
Mir6348	Mir6348
Mir6349	Mir6349
Mir6350	Mir6350
Mir6351	Mir6351
Mir6352	Mir6352
Mir6353	Mir6353
Mir6354	Mir6354
Mir6355	Mir6355
Mir6356	Mir6356
Mir6357	Mir6357
Mir6358	Mir6358
Mir6359	Mir6359
Mir6360	Mir6360
Mir6361	Mir6361
Mir6362	Mir6362
Mir6363	Mir6363
Mir6364	Mir6364
Mir6365	Mir6365
Mir6366	Mir6366
Mir6367	Mir6367
Mir6368	Mir6368
Mir6369	Mir6369
Mir6370	Mir6370
Mir6371	Mir6371
Mir6372	Mir6372
Mir6373	Mir6373
Mir6374	Mir6374
Mir6376	Mir6376
Mir6377	Mir6377
Mir6378	Mir6378
Mir6379	Mir6379
Mir6380	Mir6380
Mir6381	Mir6381
Mir6383	Mir6383
Mir6384	Mir6384
Mir6385	Mir6385
Mir6386	Mir6386
Mir6387	Mir6387
Mir6389	Mir6389
Mir6390	Mir6390
Mir6391	Mir6391
Mir6392	Mir6392
Mir6393	Mir6393
Mir6394	Mir6394
Mir6395	Mir6395
Mir6396	Mir6396
Mir6397	Mir6397
Mir6398	Mir6398
Mir6399	Mir6399
Mir6400	Mir6400
Mir6401	Mir6401
Mir6402	Mir6402
Mir6403	Mir6403
Mir6404	Mir6404
Mir6405	Mir6405
Mir6406	Mir6406
Mir6407	Mir6407
Mir6408	Mir6408
Mir6409	Mir6409
Mir6410	Mir6410
Mir6411	Mir6411
Mir6412	Mir6412
Mir6413	Mir6413
Mir6414	Mir6414
Mir6415	Mir6415
Mir6416	Mir6416
Mir6417	Mir6417
Mir6418	Mir6418
Mir6419	Mir6419
Mir6420	Mir6420
Mir6481	Mir6481
Mir6516	Mir6516
Mir652	Mir652
Mir653	Mir653
Mir6537	Mir6537
Mir6538	Mir6538
Mir6539	Mir6539
Mir654	Mir654
Mir6540	Mir6540
Mir6541	Mir6541
Mir664	Mir664
Mir665	Mir665
Mir666	Mir666
Mir667	Mir667
Mir668	Mir668
Mir669c	Mir669c
Mir669e	Mir669e
Mir669i	Mir669i
Mir669n	Mir669n
Mir670	Mir670
Mir671	Mir671
Mir6715	Mir6715
Mir672	Mir672
Mir673	Mir673
Mir674	Mir674
Mir675	Mir675
Mir676	Mir676
Mir6769b	Mir6769b
Mir677	Mir677
Mir678	Mir678
Mir679	Mir679
Mir680-3	Mir680-3
Mir681	Mir681
Mir684-1	Mir684-1
Mir684-2	Mir684-2
Mir686	Mir686
Mir687	Mir687
Mir688	Mir688
Mir6896	Mir6896
Mir6897	Mir6897
Mir6898	Mir6898
Mir6899	Mir6899
Mir690	Mir690
Mir6900	Mir6900
Mir6901	Mir6901
Mir6902	Mir6902
Mir6903	Mir6903
Mir6904	Mir6904
Mir6905	Mir6905
Mir6906	Mir6906
Mir6907	Mir6907
Mir6908	Mir6908
Mir6909	Mir6909
Mir691	Mir691
Mir6910	Mir6910
Mir6911	Mir6911
Mir6912	Mir6912
Mir6913	Mir6913
Mir6914	Mir6914
Mir6915	Mir6915
Mir6916	Mir6916
Mir6917	Mir6917
Mir6918	Mir6918
Mir6919	Mir6919
Mir692-2	Mir692-2
Mir6920	Mir6920
Mir6921	Mir6921
Mir6922	Mir6922
Mir6923	Mir6923
Mir6924	Mir6924
Mir6925	Mir6925
Mir6926	Mir6926
Mir6927	Mir6927
Mir6928	Mir6928
Mir6929	Mir6929
Mir693	Mir693
Mir6930	Mir6930
Mir6931	Mir6931
Mir6932	Mir6932
Mir6933	Mir6933
Mir6934	Mir6934
Mir6935	Mir6935
Mir6936	Mir6936
Mir6937	Mir6937
Mir6938	Mir6938
Mir6939	Mir6939
Mir694	Mir694
Mir6940	Mir6940
Mir6941	Mir6941
Mir6942	Mir6942
Mir6943	Mir6943
Mir6944	Mir6944
Mir6945	Mir6945
Mir6946	Mir6946
Mir6947	Mir6947
Mir6948	Mir6948
Mir6949	Mir6949
Mir695	Mir695
Mir6950	Mir6950
Mir6951	Mir6951
Mir6952	Mir6952
Mir6953	Mir6953
Mir6954	Mir6954
Mir6955	Mir6955
Mir6956	Mir6956
Mir6957	Mir6957
Mir6958	Mir6958
Mir6959	Mir6959
Mir6960	Mir6960
Mir6961	Mir6961
Mir6962	Mir6962
Mir6963	Mir6963
Mir6964	Mir6964
Mir6965	Mir6965
Mir6966	Mir6966
Mir6968	Mir6968
Mir6969	Mir6969
Mir697	Mir697
Mir6971	Mir6971
Mir6972	Mir6972
Mir6973a	Mir6973a
Mir6973b	Mir6973b
Mir6974	Mir6974
Mir6975	Mir6975
Mir6976	Mir6976
Mir6977	Mir6977
Mir6978	Mir6978
Mir6979	Mir6979
Mir698	Mir698
Mir6980	Mir6980
Mir6981	Mir6981
Mir6982	Mir6982
Mir6983	Mir6983
Mir6984	Mir6984
Mir6985	Mir6985
Mir6986	Mir6986
Mir6987	Mir6987
Mir6988	Mir6988
Mir6989	Mir6989
Mir6990	Mir6990
Mir6991	Mir6991
Mir6992	Mir6992
Mir6993	Mir6993
Mir6994	Mir6994
Mir6995	Mir6995
Mir6996	Mir6996
Mir6997	Mir6997
Mir6998	Mir6998
Mir6999	Mir6999
Mir7-1	Mir7-1
Mir7-2	Mir7-2
Mir700	Mir700
Mir7000	Mir7000
Mir7001	Mir7001
Mir7002	Mir7002
Mir7003	Mir7003
Mir7004	Mir7004
Mir7005	Mir7005
Mir7006	Mir7006
Mir7007	Mir7007
Mir7008	Mir7008
Mir7009	Mir7009
Mir701	Mir701
Mir7010	Mir7010
Mir7011	Mir7011
Mir7012	Mir7012
Mir7013	Mir7013
Mir7014	Mir7014
Mir7015	Mir7015
Mir7016	Mir7016
Mir7017	Mir7017
Mir7018	Mir7018
Mir7019	Mir7019
Mir702	Mir702
Mir7020	Mir7020
Mir7021	Mir7021
Mir7022	Mir7022
Mir7023	Mir7023
Mir7024	Mir7024
Mir7025	Mir7025
Mir7026	Mir7026
Mir7027	Mir7027
Mir7028	Mir7028
Mir7029	Mir7029
Mir703	Mir703
Mir7030	Mir7030
Mir7031	Mir7031
Mir7032	Mir7032
Mir7033	Mir7033
Mir7034	Mir7034
Mir7035	Mir7035
Mir7036	Mir7036
Mir7036b	Mir7036b
Mir7037	Mir7037
Mir7038	Mir7038
Mir7039	Mir7039
Mir704	Mir704
Mir7040	Mir7040
Mir7041	Mir7041
Mir7042	Mir7042
Mir7043	Mir7043
Mir7044	Mir7044
Mir7045	Mir7045
Mir7046	Mir7046
Mir7047	Mir7047
Mir7048	Mir7048
Mir7049	Mir7049
Mir705	Mir705
Mir7050	Mir7050
Mir7051	Mir7051
Mir7052	Mir7052
Mir7053	Mir7053
Mir7054	Mir7054
Mir7055	Mir7055
Mir7056	Mir7056
Mir7057	Mir7057
Mir7058	Mir7058
Mir7059	Mir7059
Mir706	Mir706
Mir7060	Mir7060
Mir7061	Mir7061
Mir7062	Mir7062
Mir7063	Mir7063
Mir7064	Mir7064
Mir7065	Mir7065
Mir7066	Mir7066
Mir7067	Mir7067
Mir7068	Mir7068
Mir7069	Mir7069
Mir707	Mir707
Mir7070	Mir7070
Mir7071	Mir7071
Mir7072	Mir7072
Mir7073	Mir7073
Mir7074	Mir7074
Mir7075	Mir7075
Mir7076	Mir7076
Mir7077	Mir7077
Mir7078	Mir7078
Mir7079	Mir7079
Mir708	Mir708
Mir7080	Mir7080
Mir7081	Mir7081
Mir7082	Mir7082
Mir7083	Mir7083
Mir7084	Mir7084
Mir7085	Mir7085
Mir7086	Mir7086
Mir7087	Mir7087
Mir7088	Mir7088
Mir7089	Mir7089
Mir709	Mir709
Mir7090	Mir7090
Mir7091	Mir7091
Mir7092	Mir7092
Mir7093	Mir7093
Mir710	Mir710
Mir711	Mir711
Mir7115	Mir7115
Mir7116	Mir7116
Mir7117	Mir7117
Mir7118	Mir7118
Mir7119	Mir7119
Mir717	Mir717
Mir718	Mir718
Mir719	Mir719
Mir721	Mir721
Mir7210	Mir7210
Mir7211	Mir7211
Mir7212	Mir7212
Mir7213	Mir7213
Mir7214	Mir7214
Mir7215	Mir7215
Mir7216	Mir7216
Mir7217	Mir7217
Mir7218	Mir7218
Mir7219	Mir7219
Mir7220	Mir7220
Mir7221	Mir7221
Mir7222	Mir7222
Mir7223	Mir7223
Mir7224	Mir7224
Mir7225	Mir7225
Mir7226	Mir7226
Mir7227	Mir7227
Mir7228	Mir7228
Mir7229	Mir7229
Mir7230	Mir7230
Mir7231	Mir7231
Mir7232	Mir7232
Mir7233	Mir7233
Mir7234	Mir7234
Mir7235	Mir7235
Mir7236	Mir7236
Mir7237	Mir7237
Mir7238	Mir7238
Mir7239	Mir7239
Mir7240	Mir7240
Mir7241	Mir7241
Mir7242	Mir7242
Mir7243	Mir7243
Mir741	Mir741
Mir742	Mir742
Mir743	Mir743
Mir743b	Mir743b
Mir744	Mir744
Mir7578	Mir7578
Mir758	Mir758
Mir759	Mir759
Mir760	Mir760
Mir761	Mir761
Mir762	Mir762
Mir763	Mir763
Mir764	Mir764
Mir7646	Mir7646
Mir7647	Mir7647
Mir7648	Mir7648
Mir7650	Mir7650
Mir7651	Mir7651
Mir7652	Mir7652
Mir7653	Mir7653
Mir7654	Mir7654
Mir7655	Mir7655
Mir7656	Mir7656
Mir7657	Mir7657
Mir7658	Mir7658
Mir7659	Mir7659
Mir7660	Mir7660
Mir7661	Mir7661
Mir7662	Mir7662
Mir7663	Mir7663
Mir7664	Mir7664
Mir7665	Mir7665
Mir7666	Mir7666
Mir7667	Mir7667
Mir7668	Mir7668
Mir7669	Mir7669
Mir767	Mir767
Mir7670	Mir7670
Mir7671	Mir7671
Mir7672	Mir7672
Mir7673	Mir7673
Mir7674	Mir7674
Mir7675	Mir7675
Mir7677	Mir7677
Mir7678	Mir7678
Mir7680	Mir7680
Mir7681	Mir7681
Mir7682	Mir7682
Mir7683	Mir7683
Mir7685	Mir7685
Mir7686	Mir7686
Mir7687	Mir7687
Mir7688	Mir7688
Mir7689	Mir7689
Mir770	Mir770
Mir7b	Mir7b
Mir7j	Mir7j
Mir7k	Mir7k
Mir802	Mir802
Mir804	Mir804
Mir8090	Mir8090
Mir8091	Mir8091
Mir8092	Mir8092
Mir8093	Mir8093
Mir8094	Mir8094
Mir8095	Mir8095
Mir8096	Mir8096
Mir8097	Mir8097
Mir8098	Mir8098
Mir8099-1	Mir8099-1
Mir8099-2	Mir8099-2
Mir8100	Mir8100
Mir8101	Mir8101
Mir8102	Mir8102
Mir8103	Mir8103
Mir8104	Mir8104
Mir8105	Mir8105
Mir8106	Mir8106
Mir8107	Mir8107
Mir8108	Mir8108
Mir8109	Mir8109
Mir8110	Mir8110
Mir8111	Mir8111
Mir8112	Mir8112
Mir8113	Mir8113
Mir8114	Mir8114
Mir8115	Mir8115
Mir8116	Mir8116
Mir8117	Mir8117
Mir8118	Mir8118
Mir8119	Mir8119
Mir8120	Mir8120
Mir871	Mir871
Mir872	Mir872
Mir873a	Mir873a
Mir873b	Mir873b
Mir874	Mir874
Mir875	Mir875
Mir876	Mir876
Mir877	Mir877
Mir878	Mir878
Mir879	Mir879
Mir880	Mir880
Mir881	Mir881
Mir882	Mir882
Mir883a	Mir883a
Mir883b	Mir883b
Mir9-1	Mir9-1
Mir9-2	Mir9-2
Mir9-3	Mir9-3
Mir92-1	Mir92-1
Mir92-2	Mir92-2
Mir92b	Mir92b
Mir93	Mir93
Mir96	Mir96
Mir98	Mir98
Mir99a	Mir99a
Mir99ahg	Mir99ahg
Mir99b	Mir99b
Mirg	Mirg
Mirlet7a-1	Mirlet7a-1
Mirlet7a-2	Mirlet7a-2
Mirlet7b	Mirlet7b
Mirlet7c-1	Mirlet7c-1
Mirlet7c-2	Mirlet7c-2
Mirlet7d	Mirlet7d
Mirlet7e	Mirlet7e
Mirlet7f-1	Mirlet7f-1
Mirlet7f-2	Mirlet7f-2
Mirlet7g	Mirlet7g
Mirlet7i	Mirlet7i
Mirt1	Mirt1
Mirt2	Mirt2
Mis12	Mis12
Mis18a	Mis18a
Mis18bp1	Mis18bp1
Misp	Misp
Mitd1	Mitd1
Mitf	Mitf
Mixl1	Mixl1
Mki67	Mki67
Mkks	Mkks
Mkl1	Mkl1
Mkl2	Mkl2
Mkln1	Mkln1
Mkln1os	Mkln1os
Mknk1	Mknk1
Mknk2	Mknk2
Mkrn1	Mkrn1
Mkrn2	Mkrn2
Mkrn2os	Mkrn2os
Mkrn3	Mkrn3
Mks1	Mks1
Mkx	Mkx
Mlana	Mlana
Mlc1	Mlc1
Mlec	Mlec
Mlf1	Mlf1
Mlf2	Mlf2
Mlh1	Mlh1
Mlh3	Mlh3
Mlip	Mlip
Mlkl	Mlkl
Mllt1	Mllt1
Mllt10	Mllt10
Mllt11	Mllt11
Mllt3	Mllt3
Mllt4	Mllt4
Mllt6	Mllt6
Mlph	Mlph
Mlst8	Mlst8
Mlx	Mlx
Mlxip	Mlxip
Mlxipl	Mlxipl
Mlycd	Mlycd
Mmaa	Mmaa
Mmab	Mmab
Mmachc	Mmachc
Mmadhc	Mmadhc
Mmd	Mmd
Mmd2	Mmd2
Mme	Mme
Mmel1	Mmel1
Mmgt1	Mmgt1
Mmgt2	Mmgt2
Mmp10	Mmp10
Mmp11	Mmp11
Mmp12	Mmp12
Mmp13	Mmp13
Mmp14	Mmp14
Mmp15	Mmp15
Mmp16	Mmp16
Mmp17	Mmp17
Mmp19	Mmp19
Mmp2	Mmp2
Mmp20	Mmp20
Mmp21	Mmp21
Mmp23	Mmp23
Mmp24	Mmp24
Mmp25	Mmp25
Mmp27	Mmp27
Mmp28	Mmp28
Mmp3	Mmp3
Mmp7	Mmp7
Mmp8	Mmp8
Mmp9	Mmp9
Mmrn1	Mmrn1
Mmrn2	Mmrn2
Mms19	Mms19
Mms22l	Mms22l
Mn1	Mn1
Mnat1	Mnat1
Mnd1	Mnd1
Mndal	Mndal
Mns1	Mns1
Mnt	Mnt
Mnx1	Mnx1
Moap1	Moap1
Mob1a	Mob1a
Mob1b	Mob1b
Mob2	Mob2
Mob3a	Mob3a
Mob3b	Mob3b
Mob3c	Mob3c
Mob4	Mob4
Mobp	Mobp
Mocos	Mocos
Mocs1	Mocs1
Mocs2	Mocs2
Mocs3	Mocs3
Mog	Mog
Mogat1	Mogat1
Mogat2	Mogat2
Mogs	Mogs
Mok	Mok
Mon1a	Mon1a
Mon1b	Mon1b
Mon2	Mon2
Morc1	Morc1
Morc2a	Morc2a
Morc2b	Morc2b
Morc3	Morc3
Morc4	Morc4
Morf4l1	Morf4l1
Morf4l2	Morf4l2
Morn1	Morn1
Morn2	Morn2
Morn3	Morn3
Morn4	Morn4
Morn5	Morn5
Mos	Mos
Mospd1	Mospd1
Mospd2	Mospd2
Mospd3	Mospd3
Mov10	Mov10
Mov10l1	Mov10l1
Moxd1	Moxd1
Moxd2	Moxd2
Mpc1	Mpc1
Mpc2	Mpc2
Mpdu1	Mpdu1
Mpdz	Mpdz
Mpeg1	Mpeg1
Mpg	Mpg
Mphosph10	Mphosph10
Mphosph6	Mphosph6
Mphosph8	Mphosph8
Mphosph9	Mphosph9
Mpi	Mpi
Mpl	Mpl
Mplkip	Mplkip
Mpnd	Mpnd
Mpo	Mpo
Mpp1	Mpp1
Mpp2	Mpp2
Mpp3	Mpp3
Mpp4	Mpp4
Mpp5	Mpp5
Mpp6	Mpp6
Mpp7	Mpp7
Mppe1	Mppe1
Mpped1	Mpped1
Mpped2	Mpped2
Mprip	Mprip
Mpst	Mpst
Mpv17	Mpv17
Mpv17l	Mpv17l
Mpv17l2	Mpv17l2
Mpz	Mpz
Mpzl1	Mpzl1
Mpzl2	Mpzl2
Mpzl3	Mpzl3
Mr1	Mr1
Mrap	Mrap
Mrap2	Mrap2
Mras	Mras
Mrc1	Mrc1
Mrc2	Mrc2
Mre11a	Mre11a
Mreg	Mreg
Mrfap1	Mrfap1
Mrgbp	Mrgbp
Mrgpra1	Mrgpra1
Mrgpra3	Mrgpra3
Mrgpra4	Mrgpra4
Mrgprb1	Mrgprb1
Mrgprb2	Mrgprb2
Mrgprb3	Mrgprb3
Mrgprb4	Mrgprb4
Mrgprb5	Mrgprb5
Mrgprb8	Mrgprb8
Mrgprd	Mrgprd
Mrgpre	Mrgpre
Mrgprf	Mrgprf
Mrgprg	Mrgprg
Mrgprh	Mrgprh
Mrgprx1	Mrgprx1
Mrgprx2	Mrgprx2
Mri1	Mri1
Mrln	Mrln
Mrm1	Mrm1
Mro	Mro
Mroh1	Mroh1
Mroh2a	Mroh2a
Mroh2b	Mroh2b
Mroh3	Mroh3
Mroh4	Mroh4
Mroh5	Mroh5
Mroh6	Mroh6
Mroh7	Mroh7
Mroh8	Mroh8
Mroh9	Mroh9
Mrpl1	Mrpl1
Mrpl10	Mrpl10
Mrpl11	Mrpl11
Mrpl12	Mrpl12
Mrpl13	Mrpl13
Mrpl14	Mrpl14
Mrpl15	Mrpl15
Mrpl16	Mrpl16
Mrpl17	Mrpl17
Mrpl18	Mrpl18
Mrpl19	Mrpl19
Mrpl2	Mrpl2
Mrpl20	Mrpl20
Mrpl21	Mrpl21
Mrpl22	Mrpl22
Mrpl23	Mrpl23
Mrpl24	Mrpl24
Mrpl27	Mrpl27
Mrpl28	Mrpl28
Mrpl3	Mrpl3
Mrpl30	Mrpl30
Mrpl32	Mrpl32
Mrpl33	Mrpl33
Mrpl34	Mrpl34
Mrpl35	Mrpl35
Mrpl36	Mrpl36
Mrpl37	Mrpl37
Mrpl38	Mrpl38
Mrpl39	Mrpl39
Mrpl4	Mrpl4
Mrpl40	Mrpl40
Mrpl41	Mrpl41
Mrpl42	Mrpl42
Mrpl43	Mrpl43
Mrpl44	Mrpl44
Mrpl45	Mrpl45
Mrpl46	Mrpl46
Mrpl47	Mrpl47
Mrpl48	Mrpl48
Mrpl49	Mrpl49
Mrpl50	Mrpl50
Mrpl51	Mrpl51
Mrpl52	Mrpl52
Mrpl53	Mrpl53
Mrpl54	Mrpl54
Mrpl55	Mrpl55
Mrpl57	Mrpl57
Mrpl9	Mrpl9
Mrps10	Mrps10
Mrps11	Mrps11
Mrps12	Mrps12
Mrps14	Mrps14
Mrps15	Mrps15
Mrps16	Mrps16
Mrps17	Mrps17
Mrps18a	Mrps18a
Mrps18b	Mrps18b
Mrps18c	Mrps18c
Mrps2	Mrps2
Mrps21	Mrps21
Mrps22	Mrps22
Mrps23	Mrps23
Mrps24	Mrps24
Mrps25	Mrps25
Mrps26	Mrps26
Mrps27	Mrps27
Mrps28	Mrps28
Mrps30	Mrps30
Mrps31	Mrps31
Mrps33	Mrps33
Mrps34	Mrps34
Mrps35	Mrps35
Mrps36	Mrps36
Mrps5	Mrps5
Mrps6	Mrps6
Mrps7	Mrps7
Mrps9	Mrps9
Mrrf	Mrrf
Mrs2	Mrs2
Mrto4	Mrto4
Mrvi1	Mrvi1
Ms4a1	Ms4a1
Ms4a10	Ms4a10
Ms4a12	Ms4a12
Ms4a13	Ms4a13
Ms4a14	Ms4a14
Ms4a15	Ms4a15
Ms4a18	Ms4a18
Ms4a2	Ms4a2
Ms4a3	Ms4a3
Ms4a4a	Ms4a4a
Ms4a4b	Ms4a4b
Ms4a4c	Ms4a4c
